제목,카테고리1,카테고리2,카테고리3,지역명,시군구명,요약
달마사(서울),인문(문화/예술/역사),역사관광지,사찰,서울,동작구,"한강, 그리고 강 건너 남산을 바라보는 서달산 중턱에 작은 사찰이 있다. 낮이면 흐르는 강물을 멀리서 지켜볼 수 있고, 밤이면 작은 불빛을 발하는 남산의 정경을 바라볼 수 있는 열린 사찰이다. 서달산을 남산으로 자연과 함께하는 맑은 도량으로 알려져 있는 곳으로 하루가 다르게 변하는 도심 속에서 찌든 혼탁한 마음을 바로세울 수 있는 도심 속 전통사찰이다. 이른 아침 새벽예불의 소리와 함께 지역주민과 하나되고, 하루라는 인고의 시간을 지는 해와 같이하는 그런 포근한 사찰이다. 한강을 바라보는 녹지 속의 열린공간이며, 부처님의 가르침과 "
달성사(목포),인문(문화/예술/역사),역사관광지,사찰,전라남도,목포시,"* 목포시의 대표 사찰, 달성사 * 달성사는 유달산의 동남방에 위치하는 대한불교조계종 대둔사의 말사다. 달성사는 전통사찰 69호이며, 문화재(전남 유형문화재 제228호, 제229호)를 보유하고 있는 목포에서 유일한 사찰이다. 절 앞에는 달성사 창건주인 노대련선사를 기리기 위한 창건주노대련선사창공비가 세워져 있다. &nbsp; 달성사는 목포시내에 위치하고 시민들이 많이 왕래하는 지리적 특징에 어울리게 현대적인 느낌을 물씬 풍긴다. 사찰의 주변은 석축으로 둘려있고 높은 돌계단 위를 올라서 사찰이 자리하고 있어서 마치 요새를 보는듯한 느"
대각사,인문(문화/예술/역사),역사관광지,사찰,서울,종로구,"대각사(大覺寺)는 서울시 종로구 창덕궁 후원 앞 방향에 위치하고 있는 재단법인 대각회(大覺會)의 사찰로서, 1911년 용성(龍城) 진종(震鍾) 대종사가 창건하였다. 대각회는 불교포교단체의 하나로 석가모니불의 대각불교사상을 선포하여 민족번영의 원리로 발전시킨 용성 스님의 대각사상을 선도하며 이에 필요한 시설을 유지 경영함을 목적으로 1968년 자운(慈雲) 스님 등에 의하여 기존의 대각사를 중심으로 설립되었다. 창건 이후 용성 스님의 대각교는 이곳을 중심으로 교세를 확장해나가 1928년 일반인을 대상으로 한 대각일요학교가 설립되었고, "
"지장사(구, 대각사)",인문(문화/예술/역사),역사관광지,사찰,충청북도,영동군,"대각사는 충청북도 영동군 지장산에 자리한 대한불교 선각종에 소속되어 있는 사찰이다. 사찰의 원래 이름은 대각사였으나 최근에 사찰의 주산으로 위치한 지장산의 이름을 따 지장사로 개명했으며, 현재 새롭게 명부시왕전을 건립해 지장보살 도량으로서 거듭나고 있다. 사찰의 뒤편에 위치한 지장산은 해발 772m의 대산으로 고려시대 불교를 국교로 삼고 이곳에 지장보살을 모시면서 지장산으로 불리기 시작했다고 전한다. 그러나 현재까지 이 당시 조영된 사찰의 흔적은 발견되지 않고 있다. 지장사는 창건 이래 여러 변화를 겪었다. 원래 지장사는 뒤쪽 산 "
대둔사(칠곡),인문(문화/예술/역사),역사관광지,사찰,경상북도,칠곡군,"* 신라 화랑들의 수행도량, 대둔사(칠곡) * 대둔사라는 같은 사명을 지닌 사찰이 흔치 않은데 경북 칠곡군 가산에도 같은 사명의 대둔사가 신라시대 고찰로 전해져 내려오고 있으며, 신라 화랑도들의 수행도량으로 알려져 있다. &nbsp; 창건 이후 사적이 알려져 있지 않다가 1840년(조선 헌종 6) 대홍수로 사역 전체가 물에 잠겼다. 1992년 다시 수해로 대웅전이 무너졌으나 1999년 다시 극락전을 세웠다. 지금은 선방인 심검당도 세워져 있다. &nbsp; 현재의 대둔사는 대웅전과 함께 선방인 심검당을 함께 지어 스님 10여 명이 "
대둔사(구미),인문(문화/예술/역사),역사관광지,사찰,경상북도,구미시,"* 호국불교의 기치가 높았던 사찰, 대둔사(구미) * 대둔사는 신라에 불교를 처음 전했던 아도 스님이 창건한 고찰이다. 고려의 사적이 전하고, 조선시대에 들어와서는 임진왜란 때 사명 대사가 승군을 주둔시키면서 호국불교의 기치를 높이 내세웠던 사찰이다. 지방문화재로 지정된 대웅전은 조선 후기 사찰 건축의 연구에 중요한 자료가 된다. &nbsp; * 대둔사의 역사와 연혁 * 고려시대에 들어서 1231년(고종 18) 몽고의 침략 때 가람 전체가 불탔다가 이어지는 충렬왕(재위 1274～1308) 때 왕자 왕소군이 이 절에 출가해 중창했다고"
대련사,인문(문화/예술/역사),역사관광지,사찰,충청남도,예산군,"백제 부흥의 한이 서린 임존산성이 예당호수를 내려 보는 절집, 예산 봉수산(鳳首山) 대련사 사찰에 가까운 임존산성 안에 연못(蓮塘)과 우물(蓮井)이 있어서 큰 연꽃이 피기 때문에 붙여진 이름, 바로 대련사이다. 현재는 더 큰 연못이라 할 수 있는 아름다운 예당호수가 저 멀리 보이고, 절 앞에 위치한 늙은 두 그루의 느티나무가 있는데 그중 하나는 700년을 훨씬 넘긴 고목이다. 닭 벼슬을 닮은 봉수산에 위치한 이 대련사는 백제와의 깊은 인연을 갖고 있는 사찰이다. 물론 백제 지역에 위치한 사찰 치고 백제 멸망의 슬픈 사연을 한처럼 지"
대모암(순창),인문(문화/예술/역사),역사관광지,사찰,전라북도,순창군," 어, 절이 없네. 차를 타고 가는 동안 내내 절이 보이질 않았다. 혹시 없는 것 아닐까? 그런 생각이 들 때쯤 대모암이 보였다. 이렇게 대모암은 밖에서 보았을 때 잘 보이지 않는다. 마치 어머니 젖무덤과 같이 산이 푸근하게 감싸고 있어서 경내에 들어서기 까지는 절이 없는게 아닐까 하는 생각이 드는 곳에 대모암이 있다. 요근래 사찰의 전각들이 크고 우람하여 멀리서도 번쩍번쩍하며 사람들을 위압하곤 한다. 원래의 사찰이 그렇지 않았을 텐데, 사찰이 웅장해지면서 부처님도 고압적인 모습으로 바뀌는 것 같아 안타깝다. 그런데 대모암은 그런 "
대법사,인문(문화/예술/역사),역사관광지,사찰,경기도,여주시,"* 명성황후의 출생 전설과 관련된 사찰, 대법사 * 대법사는 1971년에 창건된 신생사찰이다. 하지만 원래 이곳은 통일신라 때부터 절이 있었다고 전하고 있다. 창건 시기는 정확하지 않으나 통일신라시대 진성여왕 때 창건되었으며 창건 당시에 높이 0.9m의 미륵입상을 조성하여 ‘미륵당’으로 불렀다고 전해진다. 1971년부터 대웅전과 요사채, 1988년에 지장전과 종각을 세웠으며 1989년 대웅전을 중수하였다. &nbsp; 경내에 구조물로는 일주문, 국사당, 범종각, 대웅전, 지장전, 삼성각 등이 있다. 대웅전은 정면 5칸, 측면 3칸 "
대법사,인문(문화/예술/역사),역사관광지,사찰,경상남도,밀양시,"* 사명대사의 전설이 밴 사찰, 대법사 * 경남 밀양 일대는 사명대사의 영험한 전설이 구석구석 밴 곳이다. 땀 흘리는 표충비, 사명대사 생가 유적지 등 사명대사와 관련된 거의 대부분이 대법사가 위치한 무안면 일대에 남아 있다. 땀 흘리는 표충비에서 8km 정도 떨어진 영취산 대법사에는 사명대사가 50대에 가지고 있던 지팡이를 땅에 꽂아 놓은 것이 자라나 잎을 피웠다는(직접 심었다는 설도 있음) 아름드리 모과나무 한그루가 대법사 경내 보광전 앞 마당에 서 있다. 높이가 2m20cm, 굵기는 3m20cm로 나무 밑둥이 어른 두 사람이 "
대복사(남원),인문(문화/예술/역사),역사관광지,사찰,전라북도,남원시,"남원의 서쪽 교룡산 자락에 자리한 대복사는 신라시대에 도선국사(道詵國師)가 창건한 사찰이라 전한다. 도선국사는 남원의 지세가 재물을 가득 실은 배(船)의 형국이고, 교룡산이 배를 덮치는 험한 파도로 보았다. 이에 주산인 백공산의 약한 기운을 북돋우기 위해 선원사(禪院寺)를 창건하고, 객산인 교룡산의 강한 기운을 누르기 위해 대복사의 전신인 대곡암(大谷庵)을 창건한 것이다. 따라서 풍수적으로 볼 때 대복사는 파도를 막는 방파제와 같은 역할을 하고 있는 셈이다. 조선 후기에는 절이 매우 퇴락하였던 것을, 뱀으로 화할 업보를 면하게 된 "
대비사(청도),인문(문화/예술/역사),역사관광지,사찰,경상북도,청도군," 대비사는 신라 진흥왕 때 신승이 호거산(운문산)에서 수행하던 중 산에 오령이 있음을 알고 7년 동안 5개 사찰(오갑사: 대작갑사, 가슬갑사, 천문갑사, 소작갑사, 소보갑사)을 지은 것 중 지금의 운문사인 대작갑사와 대비사인 소작갑사만이 남아 있다. 그 후 여러 스님들이 중창을 거듭하다 고려 시대 박곡리 마을 내에 있던 것을 학일 스님이 중창하면서 지금의 자리로 옮긴 것으로 추정된다. 이 절집의 이름이 대비사라 한 것은 불교의 대자대비라는 뜻으로 지어진 것이라 하나 일설에는 신라 왕실의 대비라는 왕비가 수양 차 이 절에 와서 지낸 "
도성암(창녕),인문(문화/예술/역사),역사관광지,사찰,경상남도,창녕군,"* 다시금 사찰 재건에 힘쓰고 있는 곳, 도성암 *화왕산 기슭에 자리 잡고 있는 사찰로 대한불교조계종 제15교구 본사인 통도사의 말사이다. 2003년 9월 당시 한반도를 할퀴고 간 태풍 매미는 수많은 인명, 재산 피해와 함께 우리들의 가슴에도 치유하기 어려운 상처를 안겨주고 떠났다. 더구나 수해와 산사태, 강풍으로 인한 각 사찰의 피해도 커 불교계가 합심해 복구에 박차를 가하는 결집된 힘을 보이기도 했다. 당시 창녕 화왕산의 도성암은 재산피해와 더불어 흙더미가 요사채를 덮쳐 인명 사망피해까지 생겨 불자들의 안타까움을 자아내기도 했다"
도솔암(울산),인문(문화/예술/역사),역사관광지,사찰,울산,북구,"도솔천(兜率天)은 장차 부처가 될 보살이 사는 곳이며, 석가모니도 현세에 태어나기 이전 이곳 에 머물면서 수행했다는 이상향이다. 현재은 미륵보살이 설법하면서 하생(下生)하여 성불할 시기를 기다리고 있는 곳이기도 하다. 이러한 도솔천의 의미를 되새기며, 암울했던 일제시대에 중생교화와 보살의 수행처 역할을 하기 위해 창건된 사찰이 바로 도솔암이다. 도솔암(兜率庵)는 울산 북구 화봉동 무룡산(舞龍山) 자락에 자리한 대한불교조계종 제15교구 본사인 통도사의 말사로 이 절의 설립자인 김복선ㆍ김수화 두 청신녀(淸信女)는 중생교화의 서원으로 사"
도솔암(고창),인문(문화/예술/역사),역사관광지,사찰,전라북도,고창군,"전북 고창군 아산면 삼인리 도솔산(兜率山)에 있는 대한불교 조계종 제24교구 본사 선운사의 산내암자이다. 도솔암의 정확한 창건사실은 알 수 없으나, 사적기에는 선운사와 함께 백제 때 창건되었다는 기록이 전해지고 있다.&nbsp;"
도장사(해남),인문(문화/예술/역사),역사관광지,사찰,전라남도,해남군,"우리민족의 성웅으로 불리우는 이순신장군의 전라우수영이 있던 곳, 세계 해전역사상 그 유래를 찾아 볼 수 없을 만큼 대승을 거둔 명랑해전의 격전지 울둘목, 한반도의 땅끝 마을등 사람들의 뇌리속에 해남은 이렇게 자리잡고 있다. 바다와 산이 조화를 이루면서 순박한 시골사람들의 정과 아름다운 풍경 역사문화사 살아 숨쉬는 곳이 해남이다. 이러한 역사의 고장에 수백 년이 된 동백나무가 숲을 이루고 있는 곳에 자리한 도장사(道場寺)는 해남 황산면 내산마을에서 북동쪽으로 약 1km거리에 있는 보타산(寶陀山)중턱에 있는 절이다. 절이 자리한 곳은 "
동고사(전주),인문(문화/예술/역사),역사관광지,사찰,전라북도,전주시,"동고사는 전주시 완산구 교동 승암산에 자리한 한국불교태고종 사찰이다. 동고사에 오르면 가슴이 탁 트인다. 전주 시내에서 교통이 막혀 답답했던 마음이 동고사가 위치한 승암산의 등산로를 따라 오르며 점점 맑은 공기에 숨쉬기 편해지다가, 막상 절집에 오르면 발 아래 그림같이 펼쳐지는 전주 시내를 보며 가슴이 뻥 뚫리는 그런 느낌을 받기 때문일 것이다. 절집은 대웅전을 중심으로 새가 날개를 활짝 펼친 듯 일렬로 늘어서 있다. 자연을 거스르지 않고 산굽이를 따라 하나씩 하나씩 전각을 세웠기 때문이리라. 대웅전을 중심으로 염불실과 심우당이, "
동도사(용인),인문(문화/예술/역사),역사관광지,사찰,경기도,용인시,"동도사는 대한불교태고종 소속의 사찰로 경기도 용인시 이동면에 있다. 주변은 남쪽의 신선봉(308m), 동남쪽의 봉황산(256m), 동북쪽의 묘봉(228.6m) 등 높고 낮은 산이 감싸고 있다. 북쪽은 이동저수지에 바로 면하고 있다. 산이 저수지와 어울려 아름다운 풍경을 자아내고 있는 곳이다.원래 법화종 소속의 사찰이었으나 현재는 태고종으로 소속을 옮겨 등록하였다. 동도사는 1963년에 옛 어비리사지가 이동저수지 조성으로 수몰될 때 車壯業 居士가 절터에 있던 석탑과 석불, 석등 등을 현재의 위치로 옮겨와 창건하였다. 어비리사지가 이동"
동악사(예천),인문(문화/예술/역사),역사관광지,사찰,경상북도,예천군,"* 예천의 사악사(四岳寺) 중 하나, 동악사 * 동악사는 예천군 예천읍 동본리 냉정산 아래 자리한 한국불교 태고종 사찰이다. 동악사는 예천 읍내를 남북으로 가로지르는 한천(漢川)가에 있다. 예천 IC에서 읍내로 들어오는 길목인 동본교를 건너기 직전, 예천 온천 방향으로 우회전하면 100m도 못 미쳐서 오른쪽 길가에 동악사라고 쓴 커다란 표지석을 보고 들어서면 바로 동악사 경내이다. 들어서자마자 눈에 보이는 것은 일반 가정집의 요사채와 그 앞 평상에 앉아있는 노보살, 그래서 처음엔 잘못 찾아온 것은 아닌지 당황하게 되는데 조금 더 들"
동축사,인문(문화/예술/역사),역사관광지,사찰,울산,동구,"마골산 동축사(麻骨山 東竺寺)는 울산광역시 동구 동부동 607변지에 소재한 사찰로서, 대한불교조계종 제15교구 본사 통도사(通度寺)의 말사이다. 동축사는 울산지역의 고찰로서 신라의 불국토사상이 반영된 성지이다. 신라 진흥왕과 인도(西竺) 아육왕의 정신적 만남이라는 역사적 배경을 가지고 있는 곳으로, 아육왕이 배에 실어 보낸 석가삼존불의 모형을 봉안하기 위해 세운 사찰이라는 연기설화를 간직하고 있다. ‘동축’이라는 이름에서도 이곳이 범상치 않은 불국토임을 짐작할 수 있다. 즉 불국토의 고향인 인도가 서쪽의 나라이기에 서축(西竺)이라 "
동혈사,인문(문화/예술/역사),역사관광지,사찰,충청남도,공주시,"* 천태산의 고풍스러운 사찰, 동혈사 * 동혈사는 충청남도 공주시 의당면 월곡리 해발 392m 높이의 천태산에 중턱에 자리하고 있으며, 대한불교조계종 제6교구 본사 마곡사의 말사이다.천태산 동혈사는 백제시대에 창건되었다고 전해지는 사찰이다. 동서남북의 혈(穴)에 위치하여 서혈사, 남혈사 등과 함께 우리나라에 풍수사상이 널리 유행하면서 세워졌을 법한 그런 사찰이다. 지금 그러한 흔적은 현재의 사찰 아래쪽 동혈사터(銅穴寺址)에 남아 있다. &nbsp; 더욱이 단청을 하지 않은 대웅전의 모습은 사찰을 더욱 고풍스럽게 만들어 주어 인상적이"
두방사(두방암),인문(문화/예술/역사),역사관광지,사찰,경상남도,진주시,"두방사는 월아산의 남쪽에 위치하고 있고 동쪽에는 천룡사, 서쪽에는 청곡사가 있다. 절 주위에는 울창한 숲과 차나무가 자생하고 있으며, 절부터 아래 마을까지 산림욕장이 조성되어 있다. 삼림욕장으로 들어가는 입구에는 길 양쪽으로 거대한 느티나무 두 그루가 터널을 만들어 장승처럼 방문객들을 기다리고 있다. 두방사 뒤쪽을 보면 빽빽한 활엽수림으로 옷을 지어 입은 월아산이 마치 절을 품고 있는 형상을 하고 있는 듯한 모습에 포근한 느낌을 가질 수 있는 곳이다. 두방사 종각에서 산 아래를 내려다 보면 멀리 문산들이 보이고 푸른 산들이 겹겹이 "
마하사(부산),인문(문화/예술/역사),역사관광지,사찰,부산,연제구,* 위대한 사찰이라는 의미의 마하사 * 고대 인도 산스크리트어로 ‘마하’는 ‘훌륭한’ ‘존귀한’ ‘위대한’이라는 뜻을 의미하고 결국 마하사는 ‘위대한 사찰’이라는 해석을 낳게 한다. 이 위대하고 큰 마하사는 해발 400m의 금련산에 자리잡고 있는 1천5백년된 고찰이다. 연제구 연산로를 따라 연제구청을 조금 지난 위치에서 마주보는 산이 마하사가 위치한 금련산 자락이다. &nbsp; 시내버스 노선이 있는 큰 도로변은 아파트며 상가들이 즐비하지만 오르막 길로 접어 들어 5분 남짓되면 이내 울창한 숲이 눈앞에 다가선다. 마하사 앞 주차지는
만기사(경기),인문(문화/예술/역사),역사관광지,사찰,경기도,평택시,"만기사는 행정구역상 경기도 평택시 진위면에 있다. 도시에서 멀지 않고 교통도 편리한 반면 아늑하게 감싼 산과 절 앞쪽 멀리에서 동서로 흐르고 있는 진위천, 그리고 주변에 넓게 펼쳐진 들과 그 너머 보이는 산들은 한적한 시골풍경을 자아낸다. 절 앞쪽의 진위천은 많은 낚시꾼들이 찾는 곳이다. 또한 절에서 멀지 않은 곳에 진위향교가 위치하여 만기사의 철불과 함께 우리 문화의 향기를 느끼기에 충분한 곳이기도 하다. 평택을 연결하는 1번 국도에서 가까운 곳으로 산속이라고는 하지만 도시에서 적당히 떨어진 곳으로 교통이 편리해 숲속의 여유로움과"
만성사(진천),인문(문화/예술/역사),역사관광지,사찰,충청북도,진천군,"만성사(문수암)는 진천의 미륵산 중턱에 있으며, 근처로 천안과 진천을 오가는 국도가 조성되어 있어, 쉽게 만성사 주위에 다다를 수 있다. 만성사는 충청북도 진천군 진천읍 미륵산에 자락에 자리 잡고 있는 대한불교조계종 6교구 마곡의 말사이다. 사찰명이 만성사이나 사찰 주변 이정표등에 기록된 사찰명은 “문수암”이라고 되어 있다. 만성사라는 사찰명은 수많은 사람들이 성인이 되기를 축원한다는 의미로 명명된 것이라 한다. 만성사는 미륵사 자락에 위치하고 있다. 산의 이름이 미륵산이라고 붙여진 연유에 대해서는 자세하지 않으나 이 산봉우리에서 "
만어사,인문(문화/예술/역사),역사관광지,사찰,경상남도,밀양시,"* 김수로왕이 창건했다는 전설 속 사찰, 만어사 *만어사(萬魚寺)는 46년(수로왕 5)에 가락국의 시조인 수로왕(首露王)이 창건했다고 전하는 전설 속의 사찰이다. 『삼국유사』 「탑상(塔像)」편의 ‘어산불영(魚山佛影)’ 조에는 만어사의 창건과 관련된 기록이 다음과 같이 전하고 있다. 지금의 양산지역 옥지(玉池)라는 연못에 독룡 한 마리와 다섯 나찰(羅刹)이 서로 사귀면서, 농민들이 애써 지은 농사를 망치는 등 온갖 행패를 일삼았다. 이에 수로왕이 주술로 그들을 제거하려 했으나 뜻을 이루지 못하고 부처님께 설법을 청하여 이들로부터 오계"
만월암(서울),인문(문화/예술/역사),역사관광지,사찰,서울,도봉구,만월암(滿月庵)은 서울특별시 도봉구 도봉산에 자리한 대한불교조계종 제1교구인 조계사의 직할사찰이다. 도봉산 만장봉 아래 커다란 바위를 지붕삼아 지은 작은 암자가 하나 자리한다. 신라시대 의상조사(義湘祖師)가 창건했다고 전해지고 있을 뿐 어디에도 절의 역사가 전하지 않는 작은 토굴이다. 그렇지만 만월(滿月)이라는 이름에서 느껴지듯 만월암은 약사유리광여래(藥師琉璃光如來)의 맑고 깨끗한 현실에서의 만월세계(滿月世界)라 할 수 있다. 이곳 만월보전에 조선시대 모든 중생의 아픔과 괴로움이 없는 세상을 만들고자 조성한 약사유리광여래(藥師琉璃光
만의사(화성),인문(문화/예술/역사),역사관광지,사찰,경기도,화성시,"만의사를 찾아가는 길은 기흥IC 옆으로 넓지 않은 도로를 따라 구불구불 들어가는데 공장, 연구소, 회사들이 즐비하다. 또 한적하다 싶으면 얼굴을 내미는 돈깨나 들었음직한 음식점은 아마도 골프장 때문일 터인데. 동탄면 중리 버스 종점인 만의사에 들어서고 나서야 산을 따라 들어온 길이 한참임을 깨닫는다. 무봉산 기슭에 자리잡은 만의사는 원래 화성시 동탄면 신리에 있던 신라시대 이래의 고찰이었으나, 1669년(현종 10)에 그 곳이 우암 송시열선생의 묘자리가 되면서 절을 중리의 현 위치로 옮겨가게 되었다고 한다. 『조선왕조실록』을 보면 "
만장사(의성),인문(문화/예술/역사),역사관광지,사찰,경상북도,의성군,"* 신라시대 사찰터에 창건된 절, 만장사 * 경상북도 의성군 비안면 산제리 화장산에 자리한 대한불교조계종 소속의 사찰이다. 화장산(華臧山) 중턱에 자리 잡은 만장사는 오묘한 산세와 절로 오르는 올망졸망한 산들을 바라보며 가는 수려한 경관으로 하여 이름난 기도도량으로 알려지고 있다. &nbsp; 만장사의 주지로 주석하고 있는 대관스님이 처음 토굴처럼 불사를 이룬 곳으로 창건 연대는 미상이다. 하지만 경내 주변 정리를 하던 중 발견된 ‘만장사(卍長寺)’라 새겨진 기와 파편이나, 대웅보전의 석조여래좌상과 삼층석탑 등으로 미루어 보아 신라"
망경암,인문(문화/예술/역사),역사관광지,사찰,경기도,성남시,"경기도 성남시 수정구 복정동의 서울이 한 눈에 보이는 곳에 있어 서울을 바라보는 암자라는 뜻의 망경암이라는 이름이 붙었다. 망경암은 고려 말에서 조선 초에 이르기까지 역대 임금이 친히 거동하여 나라와 백성의 평안을 빌었던 곳이라고 전하며, 조선 왕실에서는 세종의 7째 아들인 평원대군(平原大君)과 손자 제안대군(齊安大君)이 망경암과 칠성대에 단을 설치하고 분향하여 충효를 다짐하던 곳이었다고 한다. 칠성신앙과 관련된 도량으로서 주목되며, 이런 상황들은 현재 암벽을 깎아내고 기록한 명문들이 있어 쉽게 짐작할 수 있다. 망경암에는 암벽을 "
망운암(남해),인문(문화/예술/역사),역사관광지,사찰,경상남도,남해군,"망운암은 남해 바다 최고의 높이를 자랑하는 망운산(786m) 정상 아래에 있다. 오랫동안 이순신 장군의 제사를 올렸다는 호국사찰 화방사에서 망운암이 있는 망운산을 오르면 점점이 떠 있는 작은 섬들과 강진만, 청정 해역의 서상 앞바다, 지리산, 여천공단, 여수, 사천이 한눈에 들어온다. 5월에는 철쭉 군락지의 꽃들이 만개 해 붉게 타오르는 화려한 면모를 선보이며 등산객을 현혹하는 곳이다. &nbsp; "
망월사(경기),인문(문화/예술/역사),역사관광지,사찰,경기도,광주시,"* 조선시대 탄압받던 불교의 부흥의 시발점, 망월사 * 망월사는 경기도 광주군 중부면에 있다. 남한산성 안에 위치하고 있는데, 특히 동문에 가까운 급한 비탈면에 위치하고 있다. 행정구역상 광주시에 있어 광주시에서 접근이 훨씬 쉬울 것으로 보인다. 그러나 실은 자가운전이 아니라면 오히려 성남 쪽에서의 접근이 훨씬 용이하다. &nbsp; 산성과 더불어 나라를 지킨 절 망월사(望月寺). 망월사는 남한산성 안에 자리 잡고 있다. 남한산성은 조선시대의 중요한 국가방어시설로서 성 안에는 행궁 이외에 여러 방어시설이 건설되었었다. 병자호란 때는"
망월사(경주),인문(문화/예술/역사),역사관광지,사찰,경상북도,경주시,"망월사(望月寺)는 경주시 배동에 자리한 대한불교원효종 사찰이다. 망월사는 원효종의 중요한 사찰로 꼽힌다. 대한불교원효종은 우리 나라 18개 불교 종단 가운데 하나인데, 신라의 원효(元曉) 스님을 종조(宗祖)로 하여 1963년 경주에서 해인(海印) 스님이「대한불교원효종포교원」이라는 이름으로 창종하고 해인 스님이 초대 종정이 되었다. 그 뒤 1967년 8월 망월사가 총본원이 되었으며, 1977년 12월 대한불교원효종이 되었다. 현재 총무원은 서울 안양암(安養庵)에 있고, 주요 경전은 「원효종성전(元曉宗聖典)」인데 1967년 망월사에서 "
망일사(서산),인문(문화/예술/역사),역사관광지,사찰,충청남도,서산시,망일산 망일사는 서산이 서해의 바닷가에 위치한 갯마을임을 깨닫게 해주는 사찰이다. 그만큼 망일사는 서쪽 바닷가에 외따로 위치한 한적한 사찰임에도 불구하고 서해에서 해를 바라볼 수 있는 또 다른 시각적인 즐거움을 주는 절집인 것이다. 날씨도 스산한 12월 한 겨울의 해질녁에 찾아간 망일사는 서해바다에 뉘엿뉘엿 잠기듯 지는 해를 듬뿍 받아 부처님의 불신(佛身)마냥 금빛으로 반짝반짝 빛나는 절집이었다. 서쪽을 향해 있어서 겨울의 추위가 뼛속까지 시리게 만들고 손을 연신 호호 불면서 부처님이 계신 절집을 바라보게 만드는 그런 곳이다. 대웅
망해암,인문(문화/예술/역사),역사관광지,사찰,경기도,안양시,"망해암은 경기도 안양시 만안구 안양동 산19번지에 있으며 조계종에 소속되어 있는 사찰이다. 관악산의 한 지류가 흘러 이곳에 나지막한 산을 만들었는데, 망해암은 이 산 정상에 위치하고 있다. 입지의 불리함 때문에 산 정상의 좁은 대지와 절벽을 이용해 건물들이 배치되어 있다. 망해암은 서향을 하고 있다. 따라서 해가지는 오후가 되면 눈부신 태양이 서쪽 산 너머로 사라지는 일몰의 장관을 조용히 지켜볼 수 있는 곳이다. 또한 산 정상에 위치하고 있어 눈앞에 안양시의 전경을 바라다 볼 수 있는 곳이기도 하다. 망해암은 &lt;가람고&gt;,"
모운사(안동),인문(문화/예술/역사),역사관광지,사찰,경상북도,안동시,"* 낙동강과 성주산의 절경에 숨어있는 사찰, 모운사 * 안동시 남후면 검암리 성주산(聖住山)에 자리하고 있는 사찰, 모운사(暮雲寺). 모운사(暮雲寺)라는 절 이름은 신라 8산(八山)의 하나인 모운산(暮雲山)에서 유래하였다. 모운사는 통일신라시대 의상(義湘, 625~702) 대사이다. &nbsp; 모운사로 오르는 길은 마을 뒤로 해서 20분 정도 오르면 도착할 수 있는데, 승용차가 다닐 수 있도록 포장이 되어 있어 쉽게 갈 수 있다. 이 길은 안동에서 한티재를 넘으면 무릉리가 나오는데 여기에 있는 한계 마을 앞에서 위천교를 건너면 바"
모은암,인문(문화/예술/역사),역사관광지,사찰,경상남도,김해시,"가야국과 밀접한 관계가 있는 사찰, 모은암 모은암의 전설은 지리산 하동 화개의 칠불암 전설과 함께 우리나라 불교 역사에 하나의 중요한 문제를 제기하는 곳이다. 김해시 상동면과 생림면의 경계에 위치한 무척산(無隻山·해발 702.5m)은 수로왕과 가락국 불교 이야기, 기묘한 바위, 산정호수인 천지(天池)가 있어 더욱 신비스러운 산이다. 낙동강을 내려다보는 동면의 기암절벽 아래에 백운암이 있으며 반대쪽인 서면에 모은암이 자리하고 있다. 무척산은 김해에서 밀량 삼량진 방향으로 가다 보면 만날 수 있는데, 생림면 생철리 산불감시초소 옆 간이"
묘각사(영천),인문(문화/예술/역사),역사관광지,사찰,경상북도,영천시,"경상북도 영천시 자양면 용화리 산9번지 기룡산(騎龍山)에 자리한 대한불교조계종 제10교구 본사 은해사의 말사이다. 기룡산(騎龍山) 묘각사는 지금으로부터 1300여년 전 신라시대 선덕여왕 당시 의상스님이 창건한 것으로 전해지는 유서 깊은 사찰로, 영천시 자양면 용화리에 자리하고 있다. 1999년부터 대대적인 불사에 들어가 아미타삼성전을 복원하고 관세음보살상도 새로 제작하였다. 이 절의 부근은 예로부터 불보성지(佛寶聖地)로 널리 알려졌다. 그래서인가 절의 뒷산은 보현보살이 머무른다는 보현산(普賢山)이며, 산 아래 동네는 마을입구부터 미"
묘적사,인문(문화/예술/역사),역사관광지,사찰,경기도,남양주시,"* 빼어난 경관과 사찰의 어우러짐, 묘적사 * 묘적사는 남양주시 와부면 월문리 222번지 묘적산(妙寂山) 자락에 위치한 대한불교조계종 제25교구 본사 봉선사의 말사이다. 흔히 백봉산(柏峰山)이라 불리는 묘적산의 남쪽 골짜기 아늑한 곳에 묘적사가 있다. 묘적사 골짜기는 협곡으로 개울을 따라 꼬불꼬불 휘돌아 들어가기 때문에 마치 별천지를 찾아 들어가는 느낌이 든다. 또한 골짜기가 길어서 가뭄에도 물이 많고 절 인근에 폭포도 있어 경관 또한 좋은 곳이다. 대웅전 주변의 건물들은 자연스럽게 휘어진 통나무 기둥으로 되어 있고 제법 넓은 못과"
